title,title_characters,author,journal,number,cites,year,pubid,name,scholar_id
effect morphactin fruit seed development nicotiana rustica linn,77,KR Shivanna,Zeitschrift für Pflanzenphysiologie,"71 (1), 30-36",1,1974,tzM49s52ZIMC,Shivanna K R,"""rdN6MzEAAAAJ"""
effect cycloheximide cultured pollen grains trigonella foenumgraecum,78,"KR Shivanna, VS Jaiswal, HYM Ram",Plant Science Letters,"3 (5), 335-339",18,1974,ldfaerwXgEUC,Shivanna K R,"""rdN6MzEAAAAJ"""
 new species camptosema leguminosae lotoideae planalto brazil,81,"HS Irwin, A MTK",Brittonia,"26, 27-29",2,1974,dQ2og3OwTAUC,Mary T. K. Arroyo,"""tFVzdokAAAAJ"""
inhibition gamete formation cycloheximide pollen tubes impatients balsamina,87,"KR Shivanna, VS Jaiswal, HY Mohan Ram",Planta,"117, 173-177",25,1974,maZDTaKrznsC,Shivanna K R,"""rdN6MzEAAAAJ"""
effects starvation dehydration osmotic ionic balance carausius morosus,87,"S Nicolson, PM Horsfield, BOC Gardiner, SHP Maddrell",Journal of insect physiology,"20 (10), 2061-2069",38,1974,TQgYirikUcIC,Susan W. Nicolson,"""YK3ya9oAAAAJ"""
analysis vernix amniotic fluid prognostic index weight newborn,95,"J Varela, E Pettinelli, R Molina, J Navarrete, N Zambrano, R Vera",Revista Chilena de Obstetricia y Ginecologia,"39 (2), 49-51",1,1974,ILKRHgRFtOwC,Rafael Tormo Molina,"""hcpepjUAAAAJ"""
ultraviolet floral patterns functional orientation cues hymenopterous pollination systems,95,"CE Jones, SL Buchmann",Animal Behaviour,"22 (2), 481-485",156,1974,Y0pCki6q_DkC,Stephen Buchmann,"""tqms8REAAAAJ"""
buzz pollination cassia quiedondilla leguminosae bees genera centris melipona,97,SL Buchmann,,,67,1974,7PzlFSSx8tAC,Stephen Buchmann,"""tqms8REAAAAJ"""
 permeability water cuticle larva opifex fuscus huttondiptera culicidae,99,"SW NICOLSON, JP LEADER",Journal of Experimental Biology,"60 (3), 593-603",29,1974,4JMBOYKVnBMC,Susan W. Nicolson,"""YK3ya9oAAAAJ"""
genetics flowering plants,28,V Grant,Columbia University Press,,516,1975,LPZeul_q3PIC,Verne Grant,"""8Qb6gMkAAAAJ"""
pollination environmental conservation,42,PG Kevan,Environmental Conservation,"2 (4), 293-298",90,1975,Tiz5es2fbqcC,Peter Kevan,"""mbOeZkcAAAAJ"""
impoverishment avifauna kangaroo island,49,"HA Ford, DC Paton",Emu-Austral Ornithology,"75 (3), 155-156",13,1975,l7t_Zn2s7bgC,David C. Paton,"""uIa2XpUAAAAJ"""
termites isoptera eat manipulate symbiotic fungi,54,SWT Batra,Journal of the Kansas Entomological Society,89-92,13,1975,u-x6o8ySG0sC,Suzanne WT Batra,"""Enyt8nAAAAAJ"""
interrelationships early terrestrial arthropods plants,61,"PG Kevan, WG Chaloner, D Savile",Palaeontology,"18 (2), 391-417",216,1975,gKiMpY-AVTkC,Peter Kevan,"""mbOeZkcAAAAJ"""
 variation evolution selected species solanum section basarthrum,77,GJ Anderson,Brittonia,"27, 209-222",45,1975,ZHo1McVdvXMC,gregory Anderson,"""pH6mu0sAAAAJ"""
suntracking solar furnaces high arctic flowers significance pollination insects,92,PG Kevan,Science,"189 (4204), 723-726",261,1975,hqOjcs7Dif8C,Peter Kevan,"""mbOeZkcAAAAJ"""
melandrium rubrum caryophyllaceae pollination durch gonepteryx rhamni lepidopterapsychophilie,99,S Vogel,Encyclopedia cinematographica E,2047,3,1975,W7OEmFMy1HYC,Stefan Vogel,"""PqUQMY4AAAAJ"""
campanula rotundifolia campanulaceae pollination durch apis mellifica hyenopteramelittophilie,99,S Vogel,Encyclopedia cinematographica E,2049,7,1975,TQgYirikUcIC,Stefan Vogel,"""PqUQMY4AAAAJ"""
 evolution subdioecy morphologically gynodioecious species fuchsia sect encliandra onagraceae,108,"MTK Arroyo, PH Raven",Evolution,500-511,126,1975,W5xh706n7nkC,Mary T. K. Arroyo,"""tFVzdokAAAAJ"""
electrophoretic studies genetic variation natural populations allogamous limnanthes llba autogamous limnanthes floccosa limnanthaceae,148,MTK de Arroyo,Heredity,"35 (2), 153-164",64,1975,_Ybze24A_UAC,Mary T. K. Arroyo,"""tFVzdokAAAAJ"""
fluorescent nectar,18,PG Kevan,Science,"194 (4262), 341-342",48,1976,ZHo1McVdvXMC,Peter Kevan,"""mbOeZkcAAAAJ"""
 biological species,22,V Grant,"Concepts of species, CN Slobodchikoff (ed.). Dowden, Hutchinson and Ross …",,2,1976,738O_yMBCRsC,Verne Grant,"""8Qb6gMkAAAAJ"""
 pollination biology tilia,32,GJ Anderson,American Journal of Botany,"63 (9), 1203-1212",99,1976,hFOr9nPyWt4C,gregory Anderson,"""pH6mu0sAAAAJ"""
artbildung bei pflanzen tabellen,36,V Grant,Parey,,36,1976,b0M2c_1WBrUC,Verne Grant,"""8Qb6gMkAAAAJ"""
 value insects nectar honeyeaters,46,"HA Ford, DC Paton",Emu-Austral Ornithology,"76 (2), 83-84",72,1976,CHSYGLWDkRkC,David C. Paton,"""uIa2XpUAAAAJ"""
recognition pollen alters incompatibility petunia,52,"DC Sastri, KR Shivanna",Incompatibility Newslett,"7, 22-24",8,1976,rO6llkc54NcC,Shivanna K R,"""rdN6MzEAAAAJ"""
nodulos radicales en discaria y colletia rhamnaceae,53,"D Medan, RD Tortosa",Bol. Soc. Argent. Bot,"17 (3-4), 323-336",27,1976,gVv57TyPmFsC,Medan Diego,"""GfiU00IAAAAJ"""
oil collecting bees old world flowers,54,S Vogel,Abstr. XV Int. Entomol. Congr,"19, 27",11,1976,XiSMed-E-HIC,Stefan Vogel,"""PqUQMY4AAAAJ"""
ontogenetic reorganization root meristem compositae,65,"JE Armstrong, C Heimsch",American Journal of Botany,"63 (2), 212-219",42,1976,qjMakFHDy7sC,Joseph E. Armstrong,"""0vBTIB4AAAAJ"""
birds para wirra recreation park changes status years,68,"H Ford, D Paton",S. Aust Om,"27, 88-95",7,1976,WF5omc3nYNoC,David C. Paton,"""uIa2XpUAAAAJ"""
pollen morphology systematics solanum section basarthrum,68,"GJ Anderson, PG Gensel",,,64,1976,k_IJM867U9cC,gregory Anderson,"""pH6mu0sAAAAJ"""
sir thomas imprinting observations sixteenth century,70,PG Kevan,Animal Behaviour,"24 (1), 16-17",5,1976,48xauSegjOkC,Peter Kevan,"""mbOeZkcAAAAJ"""
honey bees apis spp likely intercepted quarantine stations,71,SWT Batra,,,1,1976,dhFuZR0502QC,Suzanne WT Batra,"""Enyt8nAAAAAJ"""
 systematics legume genus harpalyce leguminosae lotoideae,71,MTK Arroyo,,,45,1976,Fu2w8maKXqMC,Mary T. K. Arroyo,"""tFVzdokAAAAJ"""
stigma surface proteins bud pollination petunia correlative study,75,"KR Shivanna, DC Sastri",Incompatibility Newsletter,"7, 16-21",3,1976,olpn-zPbct0C,Shivanna K R,"""rdN6MzEAAAAJ"""
resource partitioning competition honeyeaters genus meliphaga,75,"HA Ford, DC Paton",Australian Journal of Ecology,"1 (4), 281-287",70,1976,eJXPG6dFmWUC,David C. Paton,"""uIa2XpUAAAAJ"""
 hormonal control diuresis cabbage white butterfly pieris brassicae,80,SW Nicolson,Journal of Experimental Biology,"65 (3), 565-575",50,1976,Zph67rFs4hoC,Susan W. Nicolson,"""YK3ya9oAAAAJ"""
isolation aquilegia formosa pubescens reply reconsideration,81,V Grant,Evolution,"30 (3), 625-628",34,1976,5Ul4iDaHHb8C,Verne Grant,"""8Qb6gMkAAAAJ"""
 nesting behavior three species centris bees hymenoptera anthophoridae,82,"J Alcock, CE Jones, SL Buchmann",Journal of the Kansas Entomological Society,469-474,31,1976,j3f4tGmQtD8C,Stephen Buchmann,"""tqms8REAAAAJ"""
nests ceratina pithitis braunsapis india hymenoptera anthophoridae,83,SWT Batra,Oriental Insects,"10 (1), 1-9",22,1976,Y0pCki6q_DkC,Suzanne WT Batra,"""Enyt8nAAAAAJ"""
 insects associated hemp marijuana cannabis sativa l northern india,85,SWT Batra,Journal of the Kansas Entomological Society,385-388,5,1976,cFHS6HbyZ2cC,Suzanne WT Batra,"""Enyt8nAAAAAJ"""
attempts overcome interspecific incompatibility sesamum using recognition pollen,89,"DC Sastri, KR Shivanna",Annals of Botany,"40 (168), 891-893",33,1976,hC7cP41nSMkC,Shivanna K R,"""rdN6MzEAAAAJ"""
seed germination seedling morphogenesis root parasite sopubia delphinifolia g dolt,94,"KR Shivanna, NS Rangaswamy",Zeitschrift für Pflanzenphysiologie,"80 (2), 112-119",14,1976,D03iK_w7-QYC,Shivanna K R,"""rdN6MzEAAAAJ"""
diuresis cabbage white butterfly pieris brassicae fluid secretion malpighian tubules,100,SW Nicolson,Journal of insect physiology,"22 (10), 1347-1356",57,1976,3fE2CSJIrl8C,Susan W. Nicolson,"""YK3ya9oAAAAJ"""
location emergence female bee centris pallida male hymenoptera anthophoridae,102,"J Alcock, CE Jones, SL Buchmann",Journal of Zoology,"179 (2), 189-199",88,1976,hqOjcs7Dif8C,Stephen Buchmann,"""tqms8REAAAAJ"""
diuresis cabbage white butterfly pieris brassicae water ion regulation role hindgut,111,SW Nicolson,Journal of Insect Physiology,"22 (12), 1623-1630",28,1976,j3f4tGmQtD8C,Susan W. Nicolson,"""YK3ya9oAAAAJ"""
comparative efficiency alfalfa pollination nomia melanderi megachile rotundata anthidium florentinum pithitis smaragdula hymenoptera apoidea,155,SWT Batra,Journal of the Kansas Entomological Society,18-22,32,1976,isC4tDSrTZIC,Suzanne WT Batra,"""Enyt8nAAAAAJ"""
organismic evolution,20,"V Grant, GG Simpson",(No Title),,235,1977,PELIpwtuRlgC,Verne Grant,"""8Qb6gMkAAAAJ"""
magpies attacking blackbirds,28,DC Paton,South Australian Ornithologist,"27, 185",4,1977,HbR8gkJAVGIC,David C. Paton,"""uIa2XpUAAAAJ"""
pollen viability storage germination,41,"BM Johri, DC Sastri, KR Shivanna",Advances in pollen-spore research,,2,1977,t6usbXjVLHcC,Shivanna K R,"""rdN6MzEAAAAJ"""
interpolinizacion de variedades del almendro,45,"M Herrero, M Cambra, AJ Felipe",Anales del Instituto Nacional de Investigaciones Agrarias. Serie Produccion …,,17,1977,mVmsd5A6BfQC,Maria Herrero,"""paolBeUAAAAJ"""
 receptive surface angiosperm stigma,46,"Y Heslop-Harrison, KR Shivanna",Annals of botany,"41 (6), 1233-1258",988,1977,u5HHmVD_uO8C,Shivanna K R,"""rdN6MzEAAAAJ"""
differential behaviour celled pollen,48,"BM Johri, S KR",,,25,1977,L1USKYWJimsC,Shivanna K R,"""rdN6MzEAAAAJ"""
population structure relation macroevolution,51,V Grant,,,9,1977,isC4tDSrTZIC,Verne Grant,"""8Qb6gMkAAAAJ"""
presence proteolytic activity amniotic fluid,55,"AK Sanyal, C Dey, PK Debnath, D Sharma, R Chatterjee",,,3,1977,vbGhcppDl1QC,DR DEVINDER SHARMA,"""_0rxcOwAAAAJ"""
flowmeter measuring gas throughput vacuum system,55,"JKN Sharma, DR Sharma",Journal of Vacuum Science and Technology,"14 (3), 829-830",5,1977,86PQX7AUzd4C,DR DEVINDER SHARMA,"""_0rxcOwAAAAJ"""
responses cultured pollen grains chloral hydrate,55,KR Shivanna,,,6,1977,geHnlv5EZngC,Shivanna K R,"""rdN6MzEAAAAJ"""
pollination birds native plants south australia,56,"DC Paton, HA Ford",Emu-Austral Ornithology,"77 (2), 73-85",151,1977,8AbLer7MMksC,David C. Paton,"""uIa2XpUAAAAJ"""
optimal foraging selective review theory tests,56,"GH Pyke, HR Pulliam, EL Charnov",The quarterly review of biology,"52 (2), 137-154",4287,1977,u5HHmVD_uO8C,"Pyke, Graham H.","""RDpVYUMAAAAJ"""
pollination ecology species dalechampia mexico,60,"GL Webster, WS Armbruster",Bot. Soc. Am. Misc. Publ,"154 (71), 573-586",4,1977,k_IJM867U9cC,W Scott Armbruster,"""SjIc1aYAAAAJ"""
critical range limits turquoise blackbacked wrens sa,67,"N REID, P JB, P DC",,,5,1977,VLnqNzywnoUC,David C. Paton,"""uIa2XpUAAAAJ"""
pollen transfer pollination common fig ficus carica l,67,"J Galil, G Neeman",New Phytologist,"79 (1), 163-171",131,1977,oHSet2Z0r48C,Gidi Ne'eman,"""-3hYSFcAAAAJ"""
 comparative anatomy morphology horsfieldia myristicaceae,69,JE Armstrong,,,1,1977,7PzlFSSx8tAC,Joseph E. Armstrong,"""0vBTIB4AAAAJ"""
effect toluidine blue pollen germination pollen tube growth,69,"S Ghosh, KR Shivanna",Biologia plantarum,"19, 360-364",4,1977,AXPGKjj_ei8C,Shivanna K R,"""rdN6MzEAAAAJ"""
 comparative ecology ten species honeyeaters south australia,72,"HA Ford, DC Paton",Australian Journal of Ecology,"2 (4), 399-407",88,1977,2P1L_qKh6hAC,David C. Paton,"""uIa2XpUAAAAJ"""
bees india apoidea behaviour management key genera,76,SWT Batra,Oriental Insects,"11 (3), 289-324",86,1977,2P1L_qKh6hAC,Suzanne WT Batra,"""Enyt8nAAAAAJ"""
nests centris melissodes colletes guatemala hymenoptera apoidea,78,"SWT Batra, JC Schuster",Biotropica,135-138,40,1977,k_IJM867U9cC,Suzanne WT Batra,"""Enyt8nAAAAAJ"""
blueberry crops nova scotia new brunswickpesticides crop reductions,80,PG Kevan,,,75,1977,P5F9QuxV20EC,Peter Kevan,"""mbOeZkcAAAAJ"""
male mating strategies bee centris pallida fox anthophoridae hymenoptera,82,"J Alcock, CE Jones, SL Buchmann",The American Naturalist,"111 (977), 145-155",218,1977,IjCSPb-OGe4C,Stephen Buchmann,"""tqms8REAAAAJ"""
male mating strategies bee centris paliida fox anthophoridae hymenoptera,83,"J Alcock, CE Jones, SL Buchmann",American Naturalist,111,59,1977,uJ-U7cs_P_0C,Stephen Buchmann,"""tqms8REAAAAJ"""
ecology behavior acentropus niveus aquatic moth watermilfoil new york state,92,SWT Batra,,,2,1977,fQNAKQ3IYiAC,Suzanne WT Batra,"""Enyt8nAAAAAJ"""
vibratile pollination solanum douglasii s xanti solanaceae southern california,92,"SL Buchmann, CE Jones, LJ Colin",,,139,1977,roLk4NBRz8UC,Stephen Buchmann,"""tqms8REAAAAJ"""
 variation evolution selected species solanum section basarthrum solanaceae ii,94,GJ Anderson,Brittonia,"29 (1), 116-128",32,1977,08ZZubdj9fEC,gregory Anderson,"""pH6mu0sAAAAJ"""
role stigmasurface proteins stigmareceptivity intraspecific incompatibility petunia,98,"DC Sastri, KR Shivanna","Advances in Plant Reproductive Physiology. Kalyani Publishers, New Delhi, India",,1,1977,kWvqk_afx_IC,Shivanna K R,"""rdN6MzEAAAAJ"""
bionomics aquatic moth acentropus niveus olivier potential biological control agent eurasian watermilfoil hydrilla,135,SWT Batra,Journal of the New York Entomological Society,143-152,45,1977,dfsIfKJdRG4C,Suzanne WT Batra,"""Enyt8nAAAAAJ"""
kin selection critique,26,V Grant,,,9,1978,yD5IFk8b50cC,Verne Grant,"""8Qb6gMkAAAAJ"""
optimal body size bumblebees,31,GH Pyke,Oecologia,"34, 255-266",90,1978,ULOm3_A8WrAC,"Pyke, Graham H.","""RDpVYUMAAAAJ"""
 animals efficient harvesters,33,GH Pyke,Animal Behaviour,"26, 241-250",164,1978,eQOLeE2rZwMC,"Pyke, Graham H.","""RDpVYUMAAAAJ"""
optimal meal size hummingbirds,33,"PA DeBenedictis, FB Gill, FR Hainsworth, GH Pyke, LL Wolf",The American Naturalist,"112 (984), 301-316",170,1978,W7OEmFMy1HYC,"Pyke, Graham H.","""RDpVYUMAAAAJ"""
floral ecology reports years ,46,S Vogel,Progress in Botany/Fortschritte der Botanik,"40, 453-481",16,1978,mB3voiENLucC,Stefan Vogel,"""PqUQMY4AAAAJ"""
floral morphology horsfieldia myristicaceae,48,"JE Armstrong, TK Wilson",American Journal of Botany,"65 (4), 441-449",32,1978,LkGwnXOMwfcC,Joseph E. Armstrong,"""0vBTIB4AAAAJ"""
 biophysical model buzz pollination angiosperms,55,"SL Buchmann, JP Hurley",Journal of Theoretical Biology,"72 (4), 639-657",256,1978,W7OEmFMy1HYC,Stephen Buchmann,"""tqms8REAAAAJ"""
evolutionary shifts reward deception pollen flowers,63,S Vogel,Linnean Society Symposium Series,"6, 89-96",343,1978,JV2RwH3_ST0C,Stefan Vogel,"""PqUQMY4AAAAJ"""
reappraisal moult rednecked stints southern australia,64,"DC Paton, BJ Wykes",Emu,"78 (2), 54-60",20,1978,vRqMK49ujn8C,David C. Paton,"""uIa2XpUAAAAJ"""
 pollenstigma interaction bud pollination cruciferae,64,"KR Shivanna, Y Heslop-Harrison, J Heslop-Harrison",Acta Botanica Neerlandica,"27 (2), 107-119",99,1978,Tyk-4Ss8FVUC,Shivanna K R,"""rdN6MzEAAAAJ"""
optimal foraging bumblebees coevolution plants,64,GH Pyke,Oecologia,"36, 281-293",312,1978,UeHWp8X0CEIC,"Pyke, Graham H.","""RDpVYUMAAAAJ"""
optimal foraging hummingbirds testing marginal value theorem,68,GH Pyke,American zoologist,"18 (4), 739-752",286,1978,zYLM7Y9cAGgC,"Pyke, Graham H.","""RDpVYUMAAAAJ"""
optimal foraging movement patterns bumblebees inflorescences,72,GH Pyke,Theoretical population biology,"13 (1), 72-98",543,1978,d1gkVwhDpl0C,"Pyke, Graham H.","""RDpVYUMAAAAJ"""
age composition vespertilionid bats determined dental annuli,74,"DB Schowalter, LD Harder, BH Treichel",Canadian Journal of Zoology,"56 (2), 355-358",21,1978,RYcK_YlVTxYC,Lawrence D. Harder,"""8PWpj6cAAAAJ"""
floral coloration colorimetric analysis significance anthecology,76,PG Kevan,The pollination of flowers by insects,"6, 51-78",180,1978,tzM49s52ZIMC,Peter Kevan,"""mbOeZkcAAAAJ"""
inhibition pollen tube selfincompatibility response grasses,78,"KR Shivanna, Y Heslop-Harrison, JS Heslop-Harrison",,,31,1978,R3hNpaxXUhUC,Shivanna K R,"""rdN6MzEAAAAJ"""
plant reproductive ecology secondary deciduous tropical forest venezuela,80,"T Zapata, MTK Arroyo",Biotropica,221-230,629,1978,mvPsJ3kp5DgC,Mary T. K. Arroyo,"""tFVzdokAAAAJ"""
vibratile buzz pollination angiosperms poricidally dehiscent anthers,81,SL Buchman,"U. of Calif., Davis",,18,1978,vV6vV6tmYwMC,Stephen Buchmann,"""tqms8REAAAAJ"""
competitive interactions neotropical pollinators africanized honey bees,83,DW Roubik,Science,"201 (4360), 1030-1032",285,1978,BUYA1_V_uYcC,David Roubik,"""Kr5N890AAAAJ"""
anthophilous springtails collembola alaskan north slope signy island,85,P KEVAN,Rev. Ecol. Biol. Sol,"15 (3), 373-378",10,1978,DUooU5lO8OsC,Peter Kevan,"""mbOeZkcAAAAJ"""
seed set following compatible pollination incompatibly pollinated flowers petunia,87,"DC Sastri, KR Shivanna",Incompatibility newsletter,,4,1978,K3LRdlH-MEoC,Shivanna K R,"""rdN6MzEAAAAJ"""
termites et champignons les champignons termitophiles dafrique noire et dasie meridionale,92,"LR, SWT Batra",Mycologia,"70 (2), 468-469",1,1978,OU6Ihb5iCvQC,Suzanne WT Batra,"""Enyt8nAAAAAJ"""
competition plantpollinator systems analysis meadow communities colorado rocky mountains,107,JM Pleasants,,,20,1978,kNdYIx-mwKoC,John Pleasants,"""xM7ck9kAAAAJ"""
elution wallbound proteins affect pollen germination pollen tube growth vitro vicia faba,112,KR Shivanna,,,7,1978,dshw04ExmUIC,Shivanna K R,"""rdN6MzEAAAAJ"""
aggression territoriality mating nest aggregation solitary bees hymenoptera halictidae megachilidae colletidae anthophoridae,144,SWT Batra,Journal of the Kansas Entomological Society,547-559,75,1978,vV6vV6tmYwMC,Suzanne WT Batra,"""Enyt8nAAAAAJ"""
transfer human chromosomes via human minisegregant cells mouse cells quantitation expression hypoxanthine phosphoribosyltransferase hybrids,172,"A Tourian, RT Johnson, K Burg, SW Nicolson, K Sperling",Journal of cell science,"30 (1), 193-209",16,1978,RGFaLdJalmkC,Susan W. Nicolson,"""YK3ya9oAAAAJ"""
insectfungus symbiosis,23,LR Batra,"Allanheld, Osmun and Co., Montclair, NJ",,44,1979,vRqMK49ujn8C,Suzanne WT Batra,"""Enyt8nAAAAAJ"""
optimal foraging fish,24,GH Pyke,Predator Prey Systems in Fisheries Management,199-202,25,1979,JoZmwDi-zQgC,"Pyke, Graham H.","""RDpVYUMAAAAJ"""
termitefungus mutualism,25,"LR Batra, SWT Batra",,,170,1979,geHnlv5EZngC,Suzanne WT Batra,"""Enyt8nAAAAAJ"""
pollination southwestern opuntias,40,"V Grant, PD Hurd",Plant Systematics and Evolution,"133, 15-28",70,1979,nb7KW1ujOQ8C,Verne Grant,"""8Qb6gMkAAAAJ"""
birds pollinators australian plants,41,"HA Ford, DC Paton, N Forde",New Zealand journal of botany,"17 (4), 509-519",263,1979,RYcK_YlVTxYC,David C. Paton,"""uIa2XpUAAAAJ"""
revalidation condalia megacarpa rhamnaceae,47,"RD Tortosa, D Medán",Kurtziana,,3,1979,L24QuVWYgZ0C,Medan Diego,"""GfiU00IAAAAJ"""
development physiology angiosperm pollen,47,"KR Shivanna, BM Johri, DC Sastri",(No Title),,24,1979,bEWYMUwI8FkC,Shivanna K R,"""rdN6MzEAAAAJ"""
pollination ofopunta basilaris ando littoralis,47,"V Grant, KA Grant",Plant Systematics and Evolution,"132, 321-325",43,1979,VOx2b1Wkg3QC,Verne Grant,"""8Qb6gMkAAAAJ"""
comments breeding systems neotropical forests,51,MT Arroyo,Tropical Botany,371-280,28,1979,k8Z6L05lTy4C,Mary T. K. Arroyo,"""tFVzdokAAAAJ"""
systematics opuntia phaeacantha group texas,53,"V Grant, KA Grant",Botanical Gazette,"140 (2), 199-207",32,1979,l7t_Zn2s7bgC,Verne Grant,"""8Qb6gMkAAAAJ"""
pollination ofopuntia lindheimeri related species,53,"V Grant, KA Grant, PD Hurd",Plant Systematics and Evolution,"132, 313-320",81,1979,HoB7MX3m0LUC,Verne Grant,"""8Qb6gMkAAAAJ"""
nota sobre la dieta del lobo canis lupus l en galicia,56,"J Guitián, A De Castro, S Bas, JL Sánchez",Trabajos compostelanos de Biología,"8, 95-104",23,1979,0KyAp5RtaNEC,Javier Guitian,"""TJtCQoYAAAAJ"""
character coherence natural hybrid populations plants,59,V Grant,Botanical Gazette,"140 (4), 443-448",34,1979,Se3iqnhoufwC,Verne Grant,"""8Qb6gMkAAAAJ"""
 association betweencarpophilus beetles cactus flowers,61,"V Grant, WA Connell",Plant Systematics and Evolution,"133, 99-102",31,1979,g5m5HwL7SMYC,Verne Grant,"""8Qb6gMkAAAAJ"""
pollination ofechinocereus fasciculatus andferocactus wislizenii,64,"V Grant, KA Grant",Plant Systematics and Evolution,"132, 85-90",33,1979,u_35RYKgDlwC,Verne Grant,"""8Qb6gMkAAAAJ"""
 spectral efficiency phototaxis high arctic diptera,66,PG Kevan,Arctic and Alpine Research,"11 (3), 349-352",6,1979,YsMSGLbcyi4C,Peter Kevan,"""mbOeZkcAAAAJ"""
 pollination spectrum southwestern american cactus flora,66,"V Grant, KA Grant",Plant Systematics and Evolution,"133, 29-37",78,1979,BrmTIyaxlBUC,Verne Grant,"""8Qb6gMkAAAAJ"""
recognition rejection phenomena pollenpistil interaction,68,KR Shivanna,Proceedings of the Indian Academy of Sciences-Section B. Part,"2, Plant …",35,1979,L8Ckcad2t8MC,Shivanna K R,"""rdN6MzEAAAAJ"""
winter feeding porcupines montane forests southwestern alberta,71,LD Harder,,,23,1979,KxtntwgDAa4C,Lawrence D. Harder,"""8PWpj6cAAAAJ"""
